Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
"Pizza Hut Delivery - PHD, Dharmahusada",Anggi Ratna,26 Desember 2019,5.0,thankyou yaaaaa ❤️,2 My Box Value 45Rb,12 Februari 2024,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",didik,8 April 2021,5.0,ok mantap dan enak.,Double Box Regular Signature F. Beef Lasagna,31 Januari 2024,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",P*** R*****,24 Januari 2018,5.0,"enakkk banget, banyak promonya",2 My Box Value 45Rb,17 Desember 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Tsawabi Ramadhan,8 Juni 2017,1.0,"order 2 yg dateng 1, sudah diingatkan oleh drivernya tapi jawabannya orderan komplit. udah 2x kejadian kayak gini",My Box XL Pasta/Rice - Beef Fettuccine,27 Januari 2024,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",didik,8 April 2021,5.0,mantap dan nikmat,QU4RTZA Free Beef Lasagna,24 Januari 2024,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Kireina,6 Januari 2017,4.0,Ojol masa dimintain parkir,2 My Box Value 45Rb,7 Januari 2024,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Hana,29 Juni 2018,5.0,Pizza Hut emang ga ada lawannya Maknyus,Paket Triple Meriah,30 Desember 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",G****** S******,31 Mei 2023,5.0,mantappp pizza favorit bangett,Genshin Pizza. - Melts Pizza,18 November 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H*******,12 Maret 2022,1.0,"pesanan sy ada yg kurang,sy pesan dan bayar beserta minuman nya kenapa tdk ada minumannya sedang driver info tdk ada minumnya tp di nota tertulis dan sy pesan serta bayar include minuman.sangat tidak professional sekali",Melon Lemonade - My Box Pasta/Rice,20 Desember 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I******,12 Oktober 2015,5.0,sama yg dulu rasa tdk pernah berubah,PayDay Pizza,30 November 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Christine,28 Agustus 2016,2.0,"the service level to slow...order pizza double 1meters almost 1,5hr",L1MO Pizza,26 November 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",M Syahrul R,8 November 2017,5.0,sering sering bikin promo. next packgingnya sesuaikan sama pizzanya aja ya kak sayang kalo boxnya gede tapi isinya kecil imut. rasa mantap enak,Triple Fun Pizza,16 Oktober 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",K*******,30 Desember 2016,5.0,sayanhnya gak ada sendok garpu ya tp rasanya mantab banget,My Box XL Mix,30 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",E**********,30 Desember 2021,1.0,G dpt stiker.,Genshin Pizza.,23 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H*****,17 September 2017,5.0,Mantap... kematangan pas...rasa enak 👍,Double Box Deluxe,22 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Okkie Perdana,11 April 2021,2.0,gak kasih alat makan sendok garpu padahal sudah request,Wings Rice Late night. - Coca Cola 1 Liter - FUN PIZZA,19 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A**** P****,20 Agustus 2019,1.0,"Pizzanya enak kok. tp Stiker genshinya gadapet 😞😌 jadi bintang 1, maap.",Genshin Pizza,18 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A*****,10 Oktober 2017,1.0,ada pesanan yg kurang,Double Box Jumbo Signature - Cheese Rolls 6 Pcs - Wingstreet 6 Pcs - Choco Puff - Coca Cola 1 Liter,18 September 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",J*****,27 April 2016,5.0,nothing special but she's likes it 🥰,Melts Pizza,8 Agustus 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada","ibu yani,dosen",28 Januari 2021,3.0,rasanya asiiin. coba garam dikurangi. dan juga beri saus tomat nya .tidak hanya sambal,Triple Fun Pizza,1 Agustus 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Fadhil Haekal,18 April 2018,5.0,"midnight rescue snackkk, makasii",My Box Pasta/Rice,18 Juli 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Rukhoiyah Swandani,11 November 2019,2.0,porsi kurang apalagi pepperoninya sekecil taburan merica/lada. nemu rambut di pepperoni fussilinya. terus kering dan gosong..ga worthy dg harga segitu,Cheese Lava - Creamy Truffle - Pepperoni Cheese Fusilli,14 Juli 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",yoseph andika,19 Agustus 2015,4.0,"Order 2 pizza, 1 chicken 1 beef, tapi di kotaknya tidak ada tulisannya, overall masih tetap puas",Double Box Deluxe,10 Juli 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Ghaly,26 Oktober 2016,5.0,overall enak dan tiba dalam kondisi hangat,Big Box Signature,9 Juli 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",ali,8 Desember 2015,3.0,enakan pizza hut biasa,Quartza Pizza - Triple Fun Pizza,9 Juli 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Amsiyah,14 Maret 2021,2.0,entah kegosongan atau gmn tp pizza nya keras banget gk bisa di gigit.. maaf sy kasih ulasan sprti ini bukan niat menjatuhkan tp biar bisa evaluasi lagi..🙏,Fun Pizza - My Box Pizza,25 Juni 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",yoana,19 Juni 2023,5.0,enak banget pizza nya dh,L1MO CRUNCHEEZE,19 Juni 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",P**** S***,6 Maret 2022,4.0,trlalu kering kali ini trus udah dingin pdhal deket 😢,L1MO CRUNCHEEZE,4 Juni 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S****,11 Agustus 2015,1.0,"Dateng2 pizzanya hancur, mgkn krn g dikasih penyangga ditengah pizzanya. 😡",Signature Regular Pizza,17 Mei 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",erfan christianto,6 September 2015,2.0,pelit sambal sachet,Triple Fun Pizza - Paket Wingstreet,13 April 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Christina,12 April 2017,1.0,pizza nya bloom matang...masih berupa tepung...parah nie phd,Double Box Twist n Dip,29 Maret 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Jasmine Aprilia,21 Juni 2017,5.0,potato wedges sayangnya masih agak keras,My Box Plus Pizza,20 Maret 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",N**** I***,17 September 2015,5.0,sdh berkali2 pesan di sini. 👍bagus.,Signature Jumbo Pizza,12 Maret 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",jay,23 April 2018,5.0,mantab puas nikmat kentang,L1mo Pizza,23 Februari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Ara,30 Januari 2022,5.0,cuma satu aja: kenapa sausnya ijo 🤔 rasanya ga sebegitu pengaruh,My Box Plus Pasta - PAKET BUCIN ( Bundle Cinta ) - Mac n Cheese 6pcs,15 Februari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",F**** N** R******,5 September 2015,1.0,"the resto forget the sauce, pizza no sauce? come on 🖕",My Box Plus Pizza,9 Februari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada","ibu yani,dosen",28 Januari 2021,4.0,toping kurang menarik,Fun Pizza - Fun Pizza,30 Januari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",tinara yuly,28 Juli 2022,5.0,woooooooooooke!!,My Box XL Pizza,18 Januari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",F*** F*******,26 Februari 2017,5.0,"pizzanya enakk fluffy, topping jg mantull, worth it to buy",L1mo Pizza,15 Januari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A****,4 Juni 2021,5.0,terima kasih bang,My Box XL Pizza,3 Januari 2023,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",priyo,6 April 2015,5.0,Enak praktis banyak variant nya,Signature Regular Pizza,31 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",nada,4 April 2018,5.0,trima kasih atas promo.nya,Triple Fun Pizza,31 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Dimas Rian Purnomo,1 September 2021,3.0,sumpah b aja gk kayak yang dulu,Maksi Ber - 2,18 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",L**** T*****,28 Mei 2018,4.0,saladnya sedikit tidak full,Beef Lasagna - Fresh Salad - Signature Regular Pizza,26 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Rika Karlina,11 Januari 2016,5.0,Pilihan tepat pizza cepat,My Box Pizza,19 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",F****,11 Februari 2020,2.0,"Tumben pizza hut salah orderan,saya pesan pinggir sosis yang dikirim pinggiran biasa hehehe",Double Box Signature Regular,4 Desember 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Y***,23 April 2016,3.0,The game pizza nya gak nendang. Rasanya biasanya sj menurut sy. Beda dengan heart pizza valentine kemarin.,The Game Pizza,26 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",ida,5 Februari 2017,5.0,"makan pizza pas untuk menemani di waktu hujan,rasanya mantap driver nya jg ok",Duo Pizza - DELUXE Pizza Original Regular,26 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",sari,17 Juni 2017,3.0,rotinya tebel banget.....topping nya kurang,My Box Plus,16 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Husein Mahendra,25 Januari 2022,5.0,Good pokoknya pertahankan,My Box Plus,14 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Dhiana Pratikasari Widyatami,15 Mei 2019,5.0,"teope begete, makasih",My Box,13 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Sulistyawati,2 Juni 2019,5.0,Makanan slalu stabil dan sangat lezat,Fresh Salad,2 November 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A******* F****,2 Maret 2021,4.0,"Rasa sih emang enak, cuman padahal udh minta alat makan tapi tetep aja gak dikasih sayang banget jadi rusak makannya😔",Serbu Hemat,29 Oktober 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",frida,4 Februari 2021,5.0,bintang 10 .. sudah pas semua,Regular Signature Pizza,26 Oktober 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",BayuRahardwiyan,2 Juni 2017,1.0,pesennya apa dikirim apa,My Box Hitss,22 Oktober 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I**,31 Agustus 2017,5.0,Oke punya phd tidak pernah mengecewakan,Maksi Ber-2,14 Oktober 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",dwi yok,30 November 2019,5.0,mantap sukses slalu,Double Nikmat,22 September 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",tasya,13 April 2018,5.0,enakkkkkkk bangettttt,Big Box Signature - Cheese Rolls,28 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",vian,1 April 2021,5.0,msih bangeeeettt....enaaaakkk sekaliiiii,My Box,4 September 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Melissa Gabriella,2 Desember 2019,3.0,rasanya okee seperti biasa tapi pizzanya makin sedikit toppingnya seperti kena inflasi 😔,Regular Signature Pizza,28 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Felix,3 September 2019,4.0,"ga seenak biasanya, rasa roti bkn pizza",Jumbo Signature Pizza,27 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",intan mei,31 Mei 2021,1.0,"ini nama nya roti bukan pizza, masa gak ada topingnya. mengecewakan",Paket Merah Putih - Wingstreet,27 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",basuki,26 Agustus 2016,3.0,beef fetucini rasanya asin,Beef Lasagna - Beef Fettuccine,24 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",lilis,10 September 2016,5.0,mantap n lezat,BOGO Regular Signature Pizza,17 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",anisa uripti,27 November 2021,4.0,ya lumayan cukup untuk 1 orang,My Box Plus,12 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I*******,4 September 2016,3.0,"Digambarnya untuk pizzanya saya pilih yang ada paprika merah dan hijau, ternyata yang datang pizza tanpa paprika di atasnya.",Chicken Fettuccine alla Italia - Big Box Signature,8 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Heri setiawan,1 April 2017,5.0,Enak sekali dan mantap,Paket Merah Putih,2 Agustus 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",shinta,29 Oktober 2016,4.0,porsinya kurang hehe🤪,My Box,30 Juli 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Sheeba Leeba,6 Februari 2022,4.0,"bukannya gak enak, cuma rasanya bukan selera bagiku... maaf, eneg",My Box,28 Juli 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",V***,18 April 2019,1.0,d gambar isinya kepla abebek sam ati tpi pas dtang cm kpla bebebk aja kecil lagi ..,Paket Praktis,3 Juli 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I***** O*********,9 November 2016,5.0,so so lah yaaaa,L1MO Pizza + Coca Cola 1 Liter,14 Juli 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Atay Akbiyik,17 Juni 2022,4.0,The portion size for the spaghetti was much smaller than I expected so I’m glad I had ordered a pan pizza as well otherwise I would still be hungry.,Paket Double,25 Juni 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",FAIZIN SE,14 September 2017,5.0,Mantaappp sekali...,Double Box Signature Regular,22 Juni 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",desy,9 November 2016,5.0,enak banget trimakasih .,Double Nikmat,10 Juni 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Anita,6 November 2015,1.0,"piza ya nya gosong, piza lama yg dipanasin ulang. rasanya agak kecut Di kejunya krn gk fresh baking. diperut bikin mual. rasanya JD gk enak krn bukan piza yg baru dibuat. makanan klo gk fresh bikin rasanya berkuranh, jadi gk enak n bikin gk selera utk dimakan. saos sambalnya pelit cuma 1 per box.",Double Nikmat,9 Juni 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Primasari Rahmawati,3 April 2018,1.0,"sy minta banyak buah nya , kok malah diberi sayur semua tidak ada buah sama sekali??? udah gitu dressingnya uasin minta ampun",Fresh Salad - Cappucino Jelly,4 Juni 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",feronica,24 Desember 2016,4.0,fettucine nya tll byk pepper.,Beef Lasagna - Chicken Fettuccine alla Italia,28 Mei 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",D***** A*** R**** F********,22 November 2018,1.0,makanan kurang lengkap dan beralasan pergantian shift,Paket Meriah - Chicken Sticks,26 Mei 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",almiraneysa,26 Agustus 2017,5.0,good deliciousssss,Maksi Ber-2,30 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",kartika arief putri,17 Desember 2015,5.0,TOP MARKOTOP POKOKE👍👍👍👍😊😊😊😊,Splitza Regular,20 Mei 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Hendra Setyawan,14 Agustus 2015,5.0,mantap cepat akurat,Double Box Signature Regular + Coca Cola 1 Liter,3 Mei 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",T****,2 November 2016,5.0,Perfecto numero uno💕😍🥹,Big Box Classic,23 April 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",fawwazrlpy,3 Januari 2022,5.0,Aku masih puasa tapi enak ya kata adik ku,Double Nikmat,6 April 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",wahyu,3 Maret 2017,1.0,pizza nya gak hangat otomatis mengeras ketika dimakan,Double Nikmat,1 April 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",budi santoso,9 Desember 2017,5.0,over all mantap 👍,Double Nikmat,1 April 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Anisa Paramitha Dewi,28 September 2018,5.0,mantul maaci bisa mam promoan enak hehe,Double Box Regular Dimsum Pizza,28 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S*****,5 Desember 2016,4.0,pizzanya datang dalam keadaan berantakan (saling tertindih satu sama lain),Regular Signature Pizza - Cheesy Dough Ball,26 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",dika kunaryanto,30 Desember 2016,5.0,pizza super lezat,Double Nikmat - Paket Praktis,24 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",M******* F****** R***,31 Desember 2018,2.0,Saucenya cuma 1,My Box,11 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada","I** Y*** ,***** E******",31 Juli 2016,1.0,di gambar 6 slices..fakta cuma 4 slices.,My Box Hitss,1 Maret 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",adipati,20 November 2021,5.0,tx om ya 🙏okkkkkkkkkkkkkkkkkkkkkkkkkkkk,Paket Praktis,20 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",R***,27 Mei 2018,5.0,"pizza enak, tapi toppingnya tumpah sampe ke box, sepertinya habis jatuh😭, jadi tidak selera makan.",Regular Stuffed Crust Heart,19 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",trimanto,31 Juli 2018,5.0,"saya salah pesan, niat mau pesan pizza malah macaroni yg datang😅",My Box,18 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",satria pamungkas,30 Januari 2021,5.0,makasihhhh..............,My Box Hitss,11 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",D** P****,31 Mei 2017,2.0,untuk fettucininya pelit bumbunya. dan untuk pizzanya rusak karena drivernya ngawur,Double Box Signature Jumbo - Beef Fettuccine,11 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",F********,11 Mei 2016,5.0,sering-sering diskon aja 😍👍,Paket Praktis,4 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",rafa,16 Mei 2018,1.0,"rasanya enak, masih anget pula. tapi porsinya dikit amat :(",Beef Lasagna,5 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",wahyu ismunanto,6 Mei 2018,5.0,enak enak banget,Paket Heart Pizza,2 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",enny,23 Desember 2018,5.0,ternyata kecil dr ekspektasi,Paket Heart Pizza,1 Februari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",C********,7 Desember 2015,3.0,tulisannya american favourite dan meatlover...tapi ga ada jamur nya,Splitza Jumbo,29 Januari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",alful laili,15 September 2018,5.0,mantab dan gurih,Double Nikmat,28 Januari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",satria,28 April 2020,3.0,klo rasa gak kyk dulu.. apa karna yg paket murah ya😁,Pas Hepi,27 Januari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",W**** A****,25 Desember 2019,3.0,"nggak hangat ya, roti agak keras dan minta tambah saos tp g dikasih.",Paket Hepi,30 Desember 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Ghaly,26 Oktober 2016,5.0,"muantap, rasa dan porsi sebanding dengan harga",Big Box,1 Januari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",Bang mito,28 April 2018,5.0,ini farian baru yg jooosss rasany,LIMO Flavours of the World,1 Januari 2022,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",ifa,9 Desember 2016,5.0,menu favorit buat rame2,Triple Meriah,15 November 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",ifa,9 Desember 2016,5.0,"jossss ,paling favorit buat rame2",My Box Hitss,22 November 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",septiana,17 Desember 2021,5.0,mantap 🤩 kemasannya rapi rasa oke harga irit,My Box,18 Desember 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",trami,5 Agustus 2015,5.0,makasih enakkkkkkkkkkk,Double Box Regular Stuffed Crust with Crispy Cheese,17 Desember 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H*****,8 Januari 2017,3.0,pelit banget ngasih saus sambal,Paket Double,5 Desember 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I**** S******,31 Januari 2017,5.0,mantap top markotoop,Paket Double,18 November 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",F******* D***,8 November 2017,4.0,rasanya enak di pizza hut ya knp beda ya,My Box,27 Oktober 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H***** F**** H****,28 Januari 2021,2.0,ukuran semakin kecil,My Box,26 Oktober 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H****,8 April 2018,1.0,"TAMBAH SAMBEL, SDH DIBAYAR KE DRIVER GOJEK, TP SAMBEL TDK DIKASIH
HARGA MAHAL, PORSI TDK SESUAI
KECEWA BERAT BRO..... PIZZA DAN SAMBEL TDK SEBANDING  .... NAMBAH  BELI SAMBEL, TP GAK DIKASIH SAMBELNYA.... GIMANA SIH... M",Big Box,16 Oktober 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A**** K****,1 Mei 2016,2.0,"saya kira pizza,,, eh yg dikirm pasta
atau saya yg gak tau",My Box,2 Oktober 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",W****,2 Oktober 2016,5.0,Delicious 👍 a must try,My Box,3 Oktober 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A***,18 Desember 2019,3.0,potongan pizza nya ga rata,BOGO Cheesy Galore,28 September 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S***** Y**********,20 Juni 2020,5.0,gk dapat sendok?,My Box - My Box,27 September 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",I*** M****,28 April 2018,5.0,"Gofood terus mantap , enak sekali 👍👍👍",Regular Signature Pizza - Fresh Salad,19 September 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",A*** Y*** R*******,2 Oktober 2018,1.0,Lama gak langsung ambil,Double Nikmat,14 September 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",D**** W*********,20 November 2017,5.0,"rasa mantap, dari dulu tidak pernah berubah top markotop",Seru Ber-2,5 September 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",R***,13 Juli 2017,5.0,selalu enak kalau pesan makanan apapun di phd dan proses pengirimannya juga selalu cepat. pokoknya selalu suka kalau pesan di phd,Maksi Ber-2,31 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",E******,27 Februari 2017,3.0,harganya tidak sesuai dgn porsi dagingnya sedikit banget,Beef Lasagna - My Box,26 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S******,15 Juli 2016,5.0,"manggannya terlalu kering, jd keras rotinya.",BOGO Meaty - Regular,17 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S******,15 Juli 2016,5.0,"mangangnya terlalu kering, jd keras deh rotinya",Beef Lasagna,17 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",H*** S******,4 Juli 2019,5.0,sayang koq tipis pizza-nya,Double Nikmat - Cappucino Jelly,20 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",K*******,30 Desember 2016,5.0,pizza nya masih hangat dan cepet banget pengirimannya,Seru Ber-2,15 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",L****,9 Januari 2016,3.0,pizza tidak panas,BOGO Meaty - Splitza Regular,17 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",M********* E**,19 Februari 2018,2.0,"Udah dingin, dan karena packagingnya cuma di tali rafia jadi mungkin driver susah bawanya, nyampe tempat berantakan pizza nya nyampur jadi satu di pinggiran kotak",My Box,16 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",L********,12 Agustus 2019,2.0,pizza terlalu kering...,Seru Ber-2,6 Agustus 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",E****,10 November 2015,5.0,"selalu puas dengan Pizza Hut, memang favorit keluarga selamanya 👍👍👍",L1MO PIZZA,24 Juli 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",S****,24 Mei 2017,5.0,👍👍👍 toooop banget daah .,Promo Gajian (Buy One Get One) Regular,30 Juni 2021,2025-07-11 07:40:59
"Pizza Hut Delivery - PHD, Dharmahusada",E*****,4 September 2018,4.0,chicken stick nya gak sesuai sama gambar. kecil banget,My Box Hitss,28 Juni 2021,2025-07-11 07:40:59
