Education,Salary
Bachelor,70267.0
Bachelor,70267.0
Bachelor,70267.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,81883.0
Bachelor,81883.0
Bachelor,81883.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,86098.0
Bachelor,86098.0
Bachelor,86098.0
Bachelor,75265.0
Bachelor,75265.0
Bachelor,75265.0
Bachelor,75265.0
Bachelor,75265.0
Bachelor,76887.0
Bachelor,76887.0
Bachelor,76887.0
Bachelor,86413.0
Bachelor,86413.0
Bachelor,86413.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,76485.0
Bachelor,76485.0
Bachelor,76485.0
Bachelor,76485.0
Bachelor,76485.0
Bachelor,76485.0
College,73262.0
Bachelor,60563.0
Bachelor,60563.0
Doctor,51630.0
Doctor,51630.0
Doctor,51630.0
Doctor,51630.0
Bachelor,84147.0
Bachelor,84147.0
Bachelor,84147.0
Bachelor,84147.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
Bachelor,100571.0
Bachelor,100571.0
Bachelor,31170.0
Bachelor,60216.0
Bachelor,60216.0
Bachelor,60216.0
Bachelor,60216.0
Bachelor,60216.0
Bachelor,60216.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,84442.0
Bachelor,84442.0
Bachelor,84442.0
Bachelor,84442.0
Bachelor,84442.0
Bachelor,84442.0
Bachelor,97920.0
Bachelor,97920.0
Bachelor,97920.0
Bachelor,97920.0
Bachelor,97920.0
Bachelor,64962.0
Bachelor,64962.0
Bachelor,64962.0
Bachelor,64962.0
College,73262.0
College,73262.0
Bachelor,67227.0
Bachelor,67227.0
College,73262.0
College,73262.0
Bachelor,69742.0
Bachelor,69742.0
Bachelor,69742.0
Bachelor,69742.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Doctor,65018.0
Doctor,65018.0
Doctor,65018.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,67445.0
High School or Below,65543.0
High School or Below,65543.0
High School or Below,65543.0
Bachelor,66226.0
Bachelor,66226.0
Bachelor,66226.0
Bachelor,86388.0
Bachelor,86388.0
Bachelor,86388.0
Bachelor,86388.0
Bachelor,86388.0
Bachelor,90487.0
Bachelor,90487.0
Bachelor,103461.0
Bachelor,103461.0
Bachelor,103461.0
Bachelor,103461.0
Bachelor,103461.0
Bachelor,103461.0
High School or Below,52820.0
High School or Below,52820.0
High School or Below,52820.0
High School or Below,52820.0
Bachelor,75348.0
Bachelor,75348.0
Bachelor,75348.0
Doctor,299560.0
Doctor,299560.0
Doctor,299560.0
High School or Below,60894.0
High School or Below,60894.0
High School or Below,60894.0
High School or Below,60894.0
Bachelor,52405.0
Bachelor,52405.0
Bachelor,52405.0
Bachelor,52405.0
Bachelor,52405.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Bachelor,71775.0
Bachelor,71775.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,28642.0
Bachelor,104140.0
Bachelor,104140.0
Doctor,243591.0
Doctor,243591.0
Doctor,243591.0
Bachelor,64827.0
Bachelor,64827.0
Bachelor,64827.0
Bachelor,64827.0
Bachelor,86609.0
Bachelor,86609.0
Bachelor,86609.0
Bachelor,86609.0
Bachelor,86609.0
Bachelor,86609.0
Bachelor,60006.0
Bachelor,50930.0
Bachelor,50930.0
Bachelor,50930.0
Bachelor,50930.0
High School or Below,65565.0
High School or Below,65565.0
High School or Below,65565.0
High School or Below,65565.0
Bachelor,63326.0
Bachelor,63326.0
Bachelor,63326.0
Bachelor,63326.0
Bachelor,90265.0
Bachelor,90265.0
Bachelor,90265.0
Bachelor,90265.0
Bachelor,90265.0
Bachelor,90265.0
Doctor,236405.0
Doctor,236405.0
Doctor,236405.0
College,73262.0
Bachelor,79727.0
Bachelor,79727.0
Bachelor,79727.0
Bachelor,79727.0
Bachelor,79727.0
College,73262.0
College,73262.0
Bachelor,92396.0
Bachelor,92396.0
Bachelor,92396.0
Bachelor,88863.0
Bachelor,88863.0
Bachelor,88863.0
Bachelor,88863.0
Bachelor,88863.0
Bachelor,80885.0
Bachelor,80885.0
Bachelor,80885.0
Bachelor,80885.0
Bachelor,80885.0
Bachelor,53065.0
Bachelor,53065.0
Bachelor,53065.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,41085.0
Bachelor,41085.0
Bachelor,55130.0
Bachelor,55130.0
Bachelor,77255.0
Bachelor,77255.0
Bachelor,77255.0
Bachelor,62977.0
Bachelor,62977.0
Bachelor,62977.0
Bachelor,75700.0
Bachelor,75700.0
Bachelor,75700.0
Bachelor,75700.0
Bachelor,75700.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
High School or Below,39000.0
Bachelor,94980.0
Bachelor,94980.0
Bachelor,47889.0
Bachelor,16628.0
Bachelor,16628.0
Doctor,70755.0
Doctor,70755.0
Doctor,70755.0
Doctor,70755.0
Master,111106.0
Master,111106.0
Master,111106.0
Master,111106.0
Master,111106.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,52935.0
Bachelor,52935.0
Bachelor,52935.0
Bachelor,54529.0
Bachelor,54529.0
High School or Below,71630.0
High School or Below,71630.0
Doctor,298661.0
Doctor,298661.0
Doctor,298661.0
Doctor,298661.0
Bachelor,53879.0
Bachelor,53879.0
Bachelor,53879.0
Bachelor,77314.0
Bachelor,77314.0
Bachelor,77314.0
Bachelor,86121.0
Bachelor,86121.0
Bachelor,86121.0
Bachelor,61554.0
Bachelor,61554.0
Bachelor,61554.0
Bachelor,61554.0
Bachelor,61554.0
Bachelor,49158.0
Bachelor,49158.0
Bachelor,49158.0
Bachelor,49158.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,58674.0
Bachelor,58674.0
Bachelor,58674.0
Bachelor,58674.0
Bachelor,63081.0
Bachelor,63081.0
Bachelor,67299.0
Bachelor,67299.0
Bachelor,67299.0
Bachelor,67299.0
Bachelor,67299.0
Bachelor,67299.0
Bachelor,55446.0
Bachelor,55446.0
College,73262.0
College,73262.0
Bachelor,81959.0
Bachelor,86727.0
Bachelor,86727.0
Bachelor,62780.0
Bachelor,100598.0
Bachelor,100598.0
Bachelor,100598.0
Bachelor,100598.0
Bachelor,100598.0
Bachelor,92398.0
Bachelor,92398.0
Bachelor,92398.0
Bachelor,92398.0
College,73262.0
College,73262.0
Master,94014.0
Doctor,240146.0
Doctor,240146.0
Doctor,240146.0
Bachelor,74457.0
Bachelor,74457.0
Bachelor,87890.0
Bachelor,87890.0
Bachelor,87890.0
Bachelor,87890.0
Bachelor,87890.0
High School or Below,64290.0
High School or Below,64290.0
High School or Below,64290.0
High School or Below,64290.0
College,73262.0
College,73262.0
Bachelor,66901.0
Bachelor,66901.0
Bachelor,66901.0
Bachelor,66901.0
Bachelor,66901.0
Bachelor,66901.0
Bachelor,66901.0
Master,105487.0
Master,105487.0
Master,105487.0
Master,105487.0
Master,105487.0
Master,105487.0
Master,105487.0
Master,105487.0
Bachelor,71792.0
Bachelor,71792.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,94733.0
Bachelor,94733.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,52961.0
Bachelor,52961.0
Bachelor,52961.0
Bachelor,52961.0
Bachelor,52961.0
Doctor,50363.0
Doctor,50363.0
Doctor,50363.0
Bachelor,103122.0
Bachelor,103122.0
Bachelor,103122.0
Bachelor,103122.0
Bachelor,103122.0
Bachelor,52414.0
Bachelor,52414.0
Bachelor,52414.0
Bachelor,60970.0
Bachelor,53738.0
Bachelor,53738.0
Bachelor,53738.0
Bachelor,53738.0
Bachelor,53738.0
Bachelor,54794.0
Bachelor,54794.0
Bachelor,54794.0
Bachelor,47966.0
Bachelor,47966.0
Bachelor,49927.0
Bachelor,49927.0
Bachelor,49927.0
Bachelor,49927.0
Bachelor,49927.0
Bachelor,100884.0
Bachelor,100884.0
Bachelor,100884.0
Bachelor,100884.0
Bachelor,64014.0
Bachelor,64014.0
Bachelor,60934.0
Bachelor,60934.0
Bachelor,60934.0
Bachelor,60934.0
Bachelor,53081.0
Bachelor,53081.0
Bachelor,81729.0
Bachelor,81729.0
Bachelor,81729.0
Bachelor,64417.0
Bachelor,64417.0
Bachelor,88691.0
Bachelor,88691.0
Bachelor,98771.0
Bachelor,98771.0
Bachelor,98771.0
Bachelor,98771.0
Bachelor,98771.0
Bachelor,98771.0
Bachelor,98771.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,57960.0
Bachelor,57960.0
Bachelor,57960.0
Bachelor,57960.0
Bachelor,57960.0
Bachelor,57960.0
Master,81333.0
Master,81333.0
Master,81333.0
Bachelor,74819.0
Bachelor,74819.0
Bachelor,69098.0
Bachelor,69098.0
Bachelor,69098.0
College,73262.0
College,73262.0
Bachelor,84346.0
Bachelor,84346.0
Bachelor,84346.0
College,73262.0
College,73262.0
Bachelor,81364.0
Bachelor,81364.0
Bachelor,81364.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,58026.0
Bachelor,58026.0
Bachelor,89062.0
Bachelor,89062.0
Bachelor,89062.0
Bachelor,80921.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,57975.0
Bachelor,57975.0
Bachelor,57975.0
Bachelor,89320.0
Bachelor,89320.0
Bachelor,89320.0
Bachelor,89320.0
Bachelor,89320.0
Bachelor,81771.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,48851.0
Bachelor,82365.0
Bachelor,82365.0
Bachelor,82365.0
Bachelor,84678.0
Bachelor,84678.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,53189.0
Bachelor,53189.0
Bachelor,64417.0
Bachelor,64417.0
Bachelor,52267.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,81901.0
Bachelor,81901.0
Bachelor,81901.0
Bachelor,81901.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,86244.0
Bachelor,86244.0
Bachelor,86244.0
Bachelor,86244.0
Bachelor,53061.0
Bachelor,53061.0
Bachelor,53061.0
Bachelor,53061.0
Bachelor,50879.0
Bachelor,50879.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,72625.0
Bachelor,72625.0
Bachelor,72625.0
Bachelor,72625.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Master,118863.0
Master,118863.0
Master,118863.0
Master,118863.0
Master,118863.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
High School or Below,70272.0
High School or Below,70272.0
High School or Below,70272.0
High School or Below,70272.0
Bachelor,55923.0
Bachelor,50748.0
Bachelor,50748.0
Bachelor,101960.0
Bachelor,101960.0
Bachelor,90349.0
Bachelor,90349.0
Bachelor,90349.0
Bachelor,90349.0
Bachelor,90349.0
Bachelor,58405.0
Bachelor,58405.0
Bachelor,58405.0
Bachelor,58405.0
Bachelor,58405.0
Bachelor,58405.0
Bachelor,85487.0
Bachelor,85487.0
Doctor,68273.0
Doctor,68273.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,67445.0
Bachelor,53537.0
Bachelor,53537.0
Bachelor,53537.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,77443.0
Bachelor,77443.0
Bachelor,77443.0
Bachelor,77443.0
Doctor,185468.0
Doctor,185468.0
Doctor,185468.0
Doctor,185468.0
Doctor,185468.0
Bachelor,93073.0
Bachelor,93073.0
Bachelor,93073.0
Bachelor,93073.0
Bachelor,93073.0
Bachelor,74413.0
Bachelor,74413.0
Bachelor,74413.0
Bachelor,74413.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,86740.0
Bachelor,86740.0
Bachelor,86740.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Doctor,68387.0
Bachelor,67412.0
Bachelor,67412.0
Bachelor,67412.0
Bachelor,78298.0
Bachelor,78298.0
Bachelor,78298.0
Bachelor,90649.0
Bachelor,90649.0
Bachelor,90649.0
Bachelor,90649.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,46795.0
Bachelor,46795.0
Bachelor,46795.0
Bachelor,46795.0
Bachelor,78218.0
Bachelor,78218.0
College,73262.0
College,73262.0
Bachelor,65935.0
Bachelor,65935.0
Bachelor,65935.0
Bachelor,65935.0
Bachelor,104262.0
Bachelor,104262.0
Bachelor,104262.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,86215.0
Bachelor,68245.0
Bachelor,68245.0
Bachelor,68245.0
Bachelor,68245.0
Bachelor,68245.0
Bachelor,68245.0
Bachelor,60156.0
Bachelor,60156.0
Bachelor,60156.0
Bachelor,57311.0
Bachelor,57311.0
Bachelor,57311.0
Bachelor,84453.0
Bachelor,84453.0
Bachelor,84453.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,66334.0
Bachelor,76548.0
Bachelor,76548.0
Bachelor,76548.0
Bachelor,76548.0
Bachelor,76548.0
Bachelor,66116.0
Bachelor,66116.0
Bachelor,66116.0
Bachelor,66116.0
Bachelor,66116.0
Bachelor,66116.0
Bachelor,59034.0
Bachelor,59034.0
Bachelor,59034.0
Bachelor,52213.0
Bachelor,52213.0
Bachelor,52213.0
Bachelor,52213.0
Bachelor,52213.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Bachelor,63616.0
Doctor,233002.0
Doctor,233002.0
Doctor,233002.0
Doctor,233002.0
Doctor,233002.0
Doctor,233002.0
College,73262.0
College,73262.0
Bachelor,47701.0
Bachelor,47701.0
Bachelor,47701.0
Bachelor,47701.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,79913.0
Bachelor,79913.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,63343.0
Bachelor,63343.0
Bachelor,63343.0
Bachelor,61482.0
Bachelor,61482.0
Bachelor,61482.0
Bachelor,61482.0
Bachelor,61482.0
Bachelor,78649.0
Bachelor,78649.0
Bachelor,78649.0
Bachelor,88044.0
Bachelor,88044.0
Bachelor,88044.0
Bachelor,88044.0
Bachelor,88044.0
Bachelor,80516.0
College,73262.0
Bachelor,72888.0
Bachelor,72888.0
Bachelor,72888.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,68653.0
Bachelor,104829.0
Bachelor,104829.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,47036.0
Bachelor,47036.0
Bachelor,47036.0
Bachelor,47987.0
Bachelor,47987.0
Bachelor,47987.0
Bachelor,47987.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Doctor,134476.0
Doctor,134476.0
Doctor,134476.0
Doctor,134476.0
Doctor,134476.0
Doctor,134476.0
Bachelor,59753.0
Bachelor,59753.0
Bachelor,59753.0
Bachelor,59753.0
Master,101354.0
Master,101354.0
Master,101354.0
Master,101354.0
Master,101354.0
Bachelor,57148.0
Bachelor,57148.0
Bachelor,57148.0
Bachelor,57148.0
Bachelor,58414.0
Bachelor,58414.0
Bachelor,58414.0
Bachelor,58414.0
College,73262.0
College,73262.0
College,73262.0
Doctor,190674.0
Doctor,190674.0
Doctor,190674.0
Doctor,71198.0
Doctor,71198.0
Doctor,71198.0
Bachelor,55845.0
Bachelor,55845.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
Doctor,221857.0
College,73262.0
College,73262.0
Bachelor,50797.0
Bachelor,50797.0
Bachelor,50797.0
Bachelor,50797.0
Bachelor,95967.0
Bachelor,95967.0
Bachelor,95967.0
Bachelor,-10605.0
Bachelor,-10605.0
Bachelor,-10605.0
Master,101038.0
Master,101038.0
Master,101038.0
Master,101038.0
Bachelor,80218.0
Bachelor,71498.0
Bachelor,71498.0
Bachelor,71498.0
Bachelor,104712.0
Bachelor,104712.0
Bachelor,104712.0
Bachelor,54096.0
Bachelor,54096.0
Bachelor,54096.0
Bachelor,59314.0
Bachelor,56700.0
Bachelor,56700.0
Bachelor,56700.0
Bachelor,56700.0
Bachelor,56700.0
Bachelor,56700.0
College,73262.0
Bachelor,101599.0
Bachelor,101599.0
Bachelor,101599.0
Bachelor,101599.0
Bachelor,62245.0
Bachelor,62245.0
Bachelor,62245.0
Bachelor,62245.0
Bachelor,62245.0
Master,81765.0
Master,81765.0
Master,81765.0
Bachelor,50072.0
Bachelor,50072.0
Bachelor,50072.0
Bachelor,50072.0
Bachelor,62706.0
Bachelor,62706.0
Bachelor,62706.0
Bachelor,62706.0
Bachelor,95638.0
Bachelor,95638.0
Bachelor,95638.0
Bachelor,95638.0
Bachelor,61014.0
Bachelor,61014.0
Bachelor,61014.0
Bachelor,65838.0
Bachelor,65838.0
Bachelor,65838.0
Bachelor,72583.0
Bachelor,72583.0
Bachelor,72583.0
Bachelor,72583.0
Bachelor,72583.0
Bachelor,72583.0
Bachelor,92144.0
Bachelor,92144.0
Bachelor,92144.0
Bachelor,92144.0
Bachelor,92144.0
Doctor,299899.0
College,73262.0
College,73262.0
Bachelor,83568.0
Bachelor,87262.0
Bachelor,87262.0
Bachelor,87262.0
Bachelor,55066.0
Bachelor,55066.0
Bachelor,55066.0
Bachelor,55066.0
Bachelor,55066.0
Bachelor,49139.0
Bachelor,74994.0
Bachelor,74994.0
Bachelor,74994.0
Bachelor,55144.0
Bachelor,55144.0
Bachelor,55144.0
Bachelor,55144.0
Bachelor,69803.0
Bachelor,52528.0
Bachelor,96798.0
Bachelor,96798.0
Bachelor,96798.0
Bachelor,96798.0
Bachelor,47178.0
Bachelor,47178.0
Bachelor,97461.0
Bachelor,97461.0
Bachelor,97461.0
Bachelor,97461.0
Bachelor,97461.0
Bachelor,97461.0
Bachelor,86365.0
Bachelor,86365.0
Bachelor,86365.0
Bachelor,86365.0
Bachelor,86365.0
Bachelor,86365.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,60148.0
Bachelor,53563.0
Bachelor,53563.0
Bachelor,53563.0
Bachelor,53563.0
Bachelor,53563.0
High School or Below,67024.0
High School or Below,67024.0
Bachelor,80107.0
Bachelor,80107.0
Bachelor,80107.0
Bachelor,80107.0
Bachelor,97704.0
Bachelor,97704.0
Bachelor,97704.0
Bachelor,97704.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,59917.0
Bachelor,59917.0
Bachelor,59917.0
Bachelor,59917.0
Bachelor,59917.0
Bachelor,75996.0
Bachelor,75996.0
Bachelor,81063.0
Bachelor,81063.0
Bachelor,81063.0
Bachelor,81063.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,98844.0
Bachelor,98844.0
Bachelor,98844.0
Bachelor,98844.0
Bachelor,98844.0
Bachelor,53587.0
Bachelor,53587.0
Bachelor,53587.0
Bachelor,53587.0
Bachelor,78268.0
Bachelor,78268.0
Bachelor,78268.0
Bachelor,78268.0
Bachelor,48896.0
Bachelor,48896.0
Bachelor,48896.0
Bachelor,48896.0
Bachelor,48896.0
Bachelor,48896.0
Doctor,198691.0
Doctor,198691.0
Doctor,198691.0
Bachelor,91239.0
Bachelor,91239.0
Bachelor,91239.0
Bachelor,91239.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,51923.0
Bachelor,51923.0
Bachelor,51923.0
Bachelor,51923.0
Bachelor,51923.0
Bachelor,50847.0
Bachelor,50847.0
Bachelor,97148.0
Bachelor,97148.0
Bachelor,61008.0
Bachelor,61008.0
Bachelor,61008.0
Bachelor,61008.0
Bachelor,61008.0
College,73262.0
College,73262.0
High School or Below,62006.0
High School or Below,62006.0
High School or Below,62006.0
High School or Below,62006.0
High School or Below,62006.0
High School or Below,62006.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,53925.0
Bachelor,53925.0
Bachelor,53925.0
Bachelor,55009.0
Bachelor,55009.0
Bachelor,55009.0
Bachelor,55009.0
Bachelor,56130.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,74544.0
Bachelor,74544.0
Bachelor,74544.0
Bachelor,69964.0
Bachelor,69964.0
Bachelor,67862.0
Bachelor,67862.0
Bachelor,67862.0
Bachelor,67862.0
Bachelor,67862.0
College,73262.0
College,73262.0
Bachelor,69835.0
Bachelor,69835.0
College,73262.0
College,73262.0
Doctor,297762.0
Doctor,297762.0
Doctor,297762.0
Doctor,297762.0
Doctor,297762.0
Doctor,297762.0
Doctor,297762.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,81276.0
Bachelor,81276.0
Bachelor,81276.0
Bachelor,81276.0
Bachelor,81276.0
Bachelor,53166.0
Bachelor,53166.0
Bachelor,53166.0
Bachelor,53166.0
Master,114838.0
College,73262.0
College,73262.0
Bachelor,72225.0
Bachelor,72225.0
Bachelor,72225.0
Bachelor,72225.0
Bachelor,66055.0
Bachelor,66055.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,65690.0
Bachelor,65690.0
Bachelor,65690.0
Bachelor,65690.0
High School or Below,62283.0
High School or Below,62283.0
High School or Below,62283.0
High School or Below,62283.0
High School or Below,62283.0
Bachelor,50013.0
Bachelor,56411.0
Bachelor,56411.0
Bachelor,56411.0
College,73262.0
College,73262.0
Bachelor,58623.0
Bachelor,58623.0
Bachelor,58623.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,65324.0
Bachelor,65324.0
Bachelor,104968.0
Bachelor,104968.0
Bachelor,104968.0
Bachelor,104968.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
High School or Below,80919.0
Bachelor,97949.0
Bachelor,97949.0
Bachelor,97949.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,62537.0
Bachelor,62537.0
College,73262.0
Bachelor,85848.0
Bachelor,85848.0
College,73262.0
College,73262.0
College,73262.0
Bachelor,73455.0
Bachelor,73455.0
Bachelor,74123.0
Bachelor,74123.0
Bachelor,74123.0
Bachelor,74123.0
Bachelor,74123.0
Bachelor,74123.0
Bachelor,69278.0
Bachelor,69278.0
Bachelor,69278.0
Bachelor,69278.0
Bachelor,76456.0
Bachelor,76456.0
Bachelor,76456.0
Bachelor,53016.0
Bachelor,53016.0
Bachelor,53016.0
Bachelor,95061.0
Bachelor,95061.0
Bachelor,95061.0
Bachelor,95061.0
Bachelor,63228.0
Bachelor,63228.0
Bachelor,63228.0
Bachelor,65986.0
Bachelor,65986.0
Bachelor,65986.0
Bachelor,65986.0
Bachelor,65986.0
Bachelor,65986.0
Bachelor,88160.0
Bachelor,56193.0
Bachelor,56193.0
Bachelor,85447.0
Bachelor,85447.0
Bachelor,85447.0
Bachelor,85447.0
Bachelor,84551.0
Bachelor,84551.0
Bachelor,84551.0
Bachelor,84551.0
Bachelor,83189.0
Bachelor,83189.0
Bachelor,83189.0
Bachelor,83189.0
Bachelor,83189.0
Master,113785.0
Master,113785.0
Bachelor,74655.0
Bachelor,58612.0
Bachelor,58612.0
Bachelor,58612.0
Bachelor,58612.0
Bachelor,58612.0
Bachelor,58612.0
Bachelor,58612.0
Doctor,299560.0
Doctor,299560.0
Doctor,299560.0
Bachelor,54894.0
Bachelor,54894.0
Bachelor,54894.0
Bachelor,54894.0
Bachelor,54894.0
Bachelor,47536.0
Bachelor,56759.0
