Salary,Distance
51775.0,8164
73262.0,1763
73262.0,10416
73262.0,3704
87747.0,1580
87747.0,2949
87747.0,4266
73262.0,2379
73262.0,5553
73262.0,7068
73262.0,9848
73262.0,3984
73262.0,4312
73262.0,532
68641.0,2360
73262.0,547
73262.0,1121
73262.0,4362
73262.0,4815
73262.0,2908
62259.0,2484
95606.0,2184
95606.0,7936
94052.0,5271
94052.0,4826
78617.0,1330
78617.0,6576
73262.0,2928
73262.0,718
73262.0,8060
73262.0,4398
73262.0,1221
73262.0,6582
63103.0,1026
166533.0,3808
166533.0,9396
84015.0,3210
84015.0,4022
84015.0,3812
84015.0,4968
88458.0,1633
88458.0,2425
73262.0,1595
73262.0,3000
73262.0,1116
80194.0,860
56594.0,3918
127574.0,6732
68157.0,3532
68157.0,1330
68157.0,3144
68157.0,1820
75663.0,5550
75663.0,3504
83990.0,2329
83990.0,3068
73262.0,1731
73262.0,1547
73262.0,4191
73262.0,6642
73262.0,4956
73262.0,2160
73262.0,4716
64417.0,1842
73262.0,6140
73262.0,6279
94052.0,6414
94052.0,2350
76837.0,1362
52302.0,3306
60648.0,6915
60648.0,4068
68180.0,2560
60295.0,1289
60295.0,2145
76652.0,1515
74470.0,2102
74470.0,7308
74470.0,4450
74470.0,1584
74470.0,1904
73262.0,2012
73262.0,7158
73262.0,5112
73262.0,2316
79207.0,1446
79207.0,8270
79207.0,1854
79207.0,1053
92859.0,4190
92859.0,5740
92259.0,12090
92259.0,816
84922.0,2344
73262.0,2234
61565.0,36345
50800.0,2751
50800.0,5775
50800.0,3310
50800.0,4251
55173.0,5367
55173.0,6968
55173.0,2368
72027.0,7389
72027.0,3201
73262.0,4688
73262.0,6804
92516.0,2968
92516.0,2031
59622.0,5697
59622.0,4965
59622.0,2221
54851.0,4191
54851.0,3390
54851.0,2048
54851.0,4770
54851.0,5496
73262.0,1116
73262.0,7035
73796.0,6135
73796.0,2184
73796.0,5559
73796.0,11160
74882.0,1543
74882.0,4182
74882.0,4260
74882.0,9644
52428.0,6852
52428.0,1319
52428.0,8996
52428.0,5400
63015.0,2637
63015.0,6378
63015.0,4174
55406.0,2196
55406.0,4536
55406.0,5226
65871.0,3573
65871.0,13314
74027.0,1821
74027.0,7266
65885.0,3783
105487.0,4910
105487.0,2763
64701.0,7960
64042.0,1798
64042.0,1710
47030.0,4400
47030.0,3084
47030.0,1396
89548.0,4371
89548.0,1100
54550.0,2928
102400.0,1828
92766.0,1657
92766.0,2730
92766.0,1327
73262.0,2463
57706.0,4221
78100.0,4240
58711.0,838
58711.0,2658
64141.0,1794
64141.0,564
64141.0,8584
80720.0,5052
74825.0,9550
74825.0,3564
74825.0,2160
93936.0,2949
100113.0,3705
100113.0,4850
100113.0,4770
48636.0,1401
48636.0,2552
48636.0,2824
48636.0,1316
75990.0,3044
75990.0,2256
75990.0,3922
75990.0,1622
171815.0,7780
171815.0,1517
171815.0,1446
59537.0,598
59537.0,2158
59537.0,7014
77701.0,4268
77701.0,3866
77701.0,2028
73262.0,2878
73262.0,9976
73262.0,1971
48421.0,3278
48421.0,5208
73262.0,6272
73262.0,3716
73262.0,2385
73262.0,9468
33784.0,10212
62527.0,9504
62527.0,24256
100817.0,4824
100817.0,837
100817.0,7395
73262.0,7095
73262.0,8392
73262.0,1340
73262.0,1364
78248.0,4160
75318.0,1742
75318.0,1388
75318.0,5992
75318.0,556
75318.0,3654
75318.0,2089
86484.0,2808
86484.0,1805
86484.0,3968
73262.0,1362
61951.0,881
61951.0,1981
62681.0,2550
62681.0,2816
73262.0,5505
73262.0,2450
73262.0,622
75827.0,6780
75827.0,7688
65565.0,1299
78573.0,4396
67497.0,1941
59377.0,1031
59377.0,3698
73262.0,5648
76410.0,9872
95040.0,1082
95040.0,1515
87293.0,1582
87293.0,3458
88089.0,2484
88089.0,3550
88089.0,2482
51362.0,2352
51362.0,15561
73262.0,930
73262.0,4264
84851.0,4528
73262.0,7374
73262.0,11575
73262.0,3900
73262.0,3386
73262.0,12025
97497.0,6672
91156.0,1409
91156.0,2384
91156.0,8852
91156.0,3425
91156.0,6180
94584.0,6656
94584.0,4884
73262.0,6594
80398.0,3834
80398.0,8872
80398.0,3291
73262.0,7197
73262.0,4124
73262.0,1128
73262.0,9870
73262.0,5796
52545.0,8590
52545.0,2013
52545.0,2068
68601.0,1167
63871.0,6224
63871.0,1652
63871.0,896
78830.0,9380
78830.0,2366
78830.0,4635
47595.0,2910
47595.0,1436
47595.0,2601
48333.0,2880
48333.0,560
48333.0,2355
61984.0,5772
61984.0,5215
78672.0,4530
78672.0,6188
73262.0,3598
73262.0,5367
80541.0,1600
73262.0,1572
73262.0,1112
73262.0,10410
73262.0,1836
73262.0,1697
92131.0,1226
61850.0,2166
61850.0,4790
103122.0,3501
103379.0,3546
103379.0,524
103379.0,3024
54104.0,1270
54104.0,1782
73262.0,2147
73262.0,2036
73262.0,4834
99748.0,3164
73262.0,1920
73262.0,894
73262.0,1337
73262.0,2052
73262.0,2356
68626.0,9092
53269.0,2244
53269.0,9865
53269.0,5514
53269.0,1504
99286.0,762
47424.0,3466
47424.0,2125
47424.0,3440
55110.0,5855
55110.0,3716
88445.0,2740
88445.0,5496
99788.0,5425
99788.0,595
99788.0,2536
99788.0,1681
99788.0,1082
21249.0,2643
21249.0,3700
73262.0,1601
73262.0,12430
76248.0,1570
76248.0,1062
76248.0,4908
76248.0,882
76248.0,4167
73262.0,4227
73262.0,1654
73262.0,940
73262.0,951
48464.0,3525
73262.0,1487
73262.0,2253
73262.0,1898
70787.0,6672
70787.0,4904
70787.0,3210
57870.0,2584
57870.0,3382
73262.0,3945
73262.0,1711
73262.0,11440
77198.0,1566
77198.0,5804
77198.0,2169
67819.0,1617
67819.0,4804
90709.0,6676
52985.0,7776
67697.0,4101
67697.0,1045
67697.0,673
57020.0,1272
57020.0,3774
57020.0,3162
57020.0,1638
61253.0,5595
61253.0,3368
61253.0,1033
64791.0,5772
64791.0,1926
73262.0,3090
70256.0,7975
89170.0,11315
77116.0,1923
77116.0,2740
77116.0,4353
83393.0,1451
83393.0,6237
47802.0,14046
47802.0,4032
47802.0,5505
47802.0,4956
62748.0,1297
46607.0,3458
73262.0,2055
73262.0,692
73262.0,1746
72013.0,2092
72013.0,3531
70018.0,2085
57235.0,7209
57235.0,1207
57235.0,1396
72896.0,866
72896.0,3380
72896.0,1380
72896.0,2979
72896.0,1993
73262.0,5380
67223.0,4910
67223.0,5925
67223.0,2040
87722.0,1726
73262.0,672
54139.0,4956
54139.0,1835
54139.0,586
105199.0,3314
105199.0,862
79644.0,5130
79644.0,3792
123841.0,7255
123841.0,3162
123841.0,5760
81816.0,1169
81816.0,1355
81816.0,6910
112860.0,9204
112860.0,8008
48042.0,3428
96814.0,4378
96814.0,3207
78830.0,2604
78830.0,1125
78830.0,1159
88724.0,3442
88724.0,8484
83773.0,1785
83773.0,1538
73262.0,9426
90168.0,4824
90168.0,1456
73262.0,3404
73262.0,2061
79046.0,7420
79046.0,13068
51251.0,3764
86057.0,9956
86057.0,7227
76958.0,4740
76958.0,2482
76958.0,1746
73262.0,1335
58210.0,1910
59009.0,1572
59009.0,12990
59009.0,4569
59009.0,2058
59009.0,10655
78483.0,2300
78483.0,2064
73262.0,6846
73262.0,1761
73262.0,2712
73262.0,6388
73262.0,4940
86067.0,534
97241.0,1863
97241.0,5408
97241.0,1463
97241.0,7812
97241.0,5985
86214.0,6378
63348.0,5613
73262.0,4940
73262.0,1680
55552.0,2348
46896.0,1677
46896.0,2414
46896.0,4648
46896.0,1866
46896.0,661
61968.0,4638
68279.0,3255
68279.0,3054
73262.0,1991
73262.0,6822
73262.0,3764
73262.0,25752
54871.0,1009
54871.0,12500
57150.0,653
57150.0,7880
65620.0,1191
69805.0,6390
69805.0,3310
63025.0,3816
63025.0,2080
77615.0,9736
94584.0,3654
94584.0,1788
94584.0,2331
66023.0,2376
66023.0,686
73262.0,2454
73262.0,3992
73262.0,9960
73262.0,2294
103804.0,4554
103804.0,1935
103804.0,6321
46781.0,1138
46781.0,820
46781.0,7690
85717.0,3222
85717.0,6644
85717.0,2634
90241.0,3144
73262.0,8952
73219.0,6836
74587.0,4083
74587.0,6490
74587.0,3530
74587.0,4812
101984.0,3492
101984.0,2172
76159.0,1483
76159.0,3862
100918.0,6669
100918.0,5037
73262.0,6135
100483.0,13230
100483.0,4497
100483.0,4696
100483.0,1202
100483.0,528
73262.0,6801
73262.0,2455
49618.0,1510
49618.0,3356
74375.0,4870
74375.0,1208
62202.0,6858
62202.0,6876
77192.0,9900
77192.0,5526
77192.0,6462
72506.0,1825
72506.0,9916
72506.0,6604
72506.0,2197
88028.0,2479
69406.0,1956
82675.0,3495
72656.0,781
73262.0,1228
73262.0,1938
73262.0,5214
73262.0,3668
59691.0,715
59691.0,2038
59691.0,3212
59691.0,4128
70085.0,2886
70085.0,895
104527.0,2415
104527.0,3140
104527.0,2252
104527.0,1717
104527.0,5433
123828.0,6960
123828.0,5435
147572.0,2435
147572.0,2193
147572.0,3834
76517.0,1032
76517.0,7472
73262.0,1845
73262.0,4755
95713.0,10490
95713.0,5532
95713.0,3512
67765.0,2381
70285.0,2390
70285.0,2317
76622.0,2448
57150.0,19920
57150.0,16575
87485.0,5292
87485.0,4118
87485.0,5368
97324.0,1526
97324.0,6368
97324.0,1646
76256.0,2367
76256.0,1614
76256.0,1468
76256.0,2352
79106.0,3816
73262.0,3699
73262.0,8828
73262.0,1096
73262.0,3048
180440.0,3204
180440.0,2216
180440.0,6258
180440.0,1720
59490.0,3080
59490.0,6933
97497.0,3702
73262.0,526
93278.0,1081
93278.0,906
59849.0,4560
73262.0,9176
73262.0,2712
73262.0,1972
61070.0,1904
61070.0,7664
61070.0,3072
91825.0,1874
73262.0,4248
54188.0,4940
73262.0,14063
73262.0,1539
52213.0,1581
52213.0,6315
52213.0,6489
46904.0,4786
97100.0,2616
97100.0,10820
106899.0,4568
106899.0,2351
106899.0,2853
74651.0,1858
74651.0,6810
70482.0,1579
18664.0,2716
73262.0,974
73262.0,1958
77705.0,3836
73262.0,1658
73262.0,4128
73262.0,2786
73262.0,2475
73262.0,18984
89827.0,4892
73262.0,880
128352.0,3969
67101.0,2002
74431.0,886
74431.0,12504
63737.0,4860
63737.0,1513
63737.0,7484
54689.0,4098
54689.0,4668
98337.0,1713
73262.0,9724
73262.0,1492
73262.0,5718
59149.0,1665
59149.0,3240
59149.0,1897
81857.0,1592
73262.0,3036
57887.0,4347
57887.0,2381
57887.0,9702
74863.0,2005
74863.0,2580
55023.0,3444
55023.0,2864
53061.0,2908
84015.0,2896
56505.0,4342
56505.0,1222
70384.0,6366
70384.0,5704
58153.0,2378
58153.0,2244
101286.0,1548
101286.0,1980
101286.0,690
73262.0,5220
73262.0,8364
73262.0,9232
73262.0,1588
17166.0,16020
17166.0,1206
73262.0,3138
73262.0,4689
73262.0,2307
73262.0,1874
73262.0,3518
75346.0,537
75346.0,3822
75346.0,6297
187647.0,1219
187647.0,2277
187647.0,6030
86016.0,7456
68069.0,11142
68069.0,2430
68069.0,884
67442.0,6813
67442.0,501
67442.0,7012
49366.0,1984
62245.0,4520
-58486.0,3324
80320.0,3556
80320.0,7804
80320.0,13560
80320.0,2397
87794.0,2268
87794.0,2816
95097.0,1076
95097.0,1355
95097.0,5643
95097.0,1417
70124.0,16352
73262.0,3004
73262.0,2044
97055.0,1436
97055.0,1347
97055.0,1827
97055.0,1658
73521.0,7482
73521.0,6366
73521.0,7182
75642.0,5856
170928.0,2405
73262.0,3510
77288.0,1900
77288.0,7425
77288.0,1628
85399.0,1218
85399.0,1576
85399.0,1268
79483.0,2284
79483.0,2240
163911.0,7000
163911.0,1970
50663.0,3872
73262.0,8748
73262.0,4440
63192.0,1220
63192.0,5080
63192.0,2470
73262.0,2864
73262.0,4884
73262.0,6424
60659.0,1098
60659.0,5296
60659.0,4440
60659.0,2348
71411.0,8080
71411.0,1890
54633.0,2150
54633.0,4374
73262.0,2568
73262.0,1281
73262.0,6324
73262.0,3732
42484.0,1524
56663.0,4244
47084.0,809
73262.0,5336
73262.0,1193
73262.0,4356
102385.0,6160
102385.0,1286
102385.0,814
75463.0,7242
57377.0,4014
57377.0,992
98937.0,4440
98937.0,821
98937.0,5952
73262.0,2404
73262.0,2166
73262.0,2353
73262.0,5832
73262.0,1128
100682.0,2385
104755.0,1813
83672.0,1505
83672.0,4440
73262.0,1640
73262.0,1940
46971.0,9920
73262.0,9928
68255.0,2188
68255.0,6108
86055.0,4545
86055.0,6872
86055.0,991
72416.0,4074
72416.0,1310
273672.0,12350
273672.0,8700
102379.0,1342
85468.0,2486
85468.0,3922
78202.0,3310
381124.0,15732
79325.0,1673
79325.0,6292
79325.0,6027
95414.0,2003
95414.0,1257
95414.0,2445
95414.0,13206
61813.0,661
60942.0,5344
83249.0,4364
83249.0,5604
83249.0,3000
83249.0,8256
99335.0,4368
96550.0,4462
96550.0,9236
96550.0,2372
73262.0,1376
98629.0,9168
73262.0,1690
73262.0,8956
73262.0,2768
73262.0,2319
73262.0,3552
76452.0,2658
76452.0,2306
76452.0,3506
76452.0,2996
107927.0,2970
107927.0,3867
84580.0,5193
53954.0,2556
53954.0,2664
60417.0,5895
60417.0,4494
71772.0,2523
73262.0,4842
73262.0,4464
73262.0,2952
73262.0,1184
73262.0,1776
73262.0,3012
53636.0,4634
53636.0,1494
98569.0,2721
98569.0,7107
60235.0,4264
60235.0,2907
60235.0,1336
67717.0,2171
56747.0,5628
56747.0,2377
56747.0,4468
56747.0,8320
56747.0,4366
59262.0,1932
59262.0,8420
55043.0,3854
73262.0,2676
73262.0,611
73262.0,884
56046.0,3630
56046.0,3956
56046.0,5073
73262.0,9985
73262.0,4228
73262.0,2162
73262.0,2067
73262.0,1748
53176.0,1892
53176.0,2004
53176.0,1950
53176.0,5970
109664.0,1106
109664.0,6984
62198.0,1226
62198.0,671
73273.0,4230
73273.0,5613
73273.0,2236
73273.0,4620
73602.0,3106
73262.0,3388
73262.0,4866
73262.0,14052
35225.0,2850
73262.0,4912
73262.0,10025
73262.0,3618
73262.0,4038
68887.0,1306
68887.0,4250
73262.0,9708
73262.0,2854
73262.0,1513
73262.0,3895
69742.0,2764
96184.0,4740
96184.0,1995
73262.0,4036
73262.0,3222
73262.0,8472
67755.0,1811
95315.0,3801
95315.0,3416
95315.0,5995
73262.0,5826
73262.0,1921
73262.0,5964
50545.0,5937
80919.0,2882
73262.0,4348
73262.0,4362
73262.0,2424
52743.0,7256
73262.0,4788
65470.0,4042
65470.0,3156
100487.0,11745
100487.0,4074
52712.0,4714
85038.0,4130
52367.0,6320
52367.0,3060
52367.0,1040
49512.0,6072
49512.0,6480
49512.0,1821
49512.0,4005
49512.0,1328
59022.0,1454
59022.0,3822
59022.0,9576
59022.0,678
59022.0,11238
51157.0,2564
73262.0,1672
73262.0,10090
73262.0,6996
73262.0,5144
73262.0,1422
88418.0,6120
88418.0,4749
52635.0,4791
52635.0,914
58700.0,4050
117134.0,1517
201895.0,2992
80191.0,3712
53814.0,3021
80902.0,826
69098.0,4358
69098.0,1372
98023.0,1248
98023.0,11695
60457.0,2104
73262.0,3843
73262.0,2084
73262.0,10794
76660.0,2980
76660.0,6592
61769.0,4977
