Loyalty_Number,Year,Avg_Flights_Per_Year
103217,2017,1.1666666666666667
103217,2018,1.8333333333333333
103304,2017,1.8333333333333333
103304,2018,1.25
103340,2017,2.5833333333333335
103340,2018,1.0833333333333333
103352,2017,0.0
103352,2018,0.0
103359,2017,1.5
103359,2018,2.9166666666666665
103362,2017,0.0
103362,2018,0.25
103383,2017,0.0
103383,2018,0.0
103436,2017,2.0
103436,2018,2.0833333333333335
103490,2017,1.5
103490,2018,2.25
103502,2017,0.6666666666666666
103502,2018,0.8333333333333334
103536,2017,2.5833333333333335
103536,2018,2.3333333333333335
103699,2017,0.0
103699,2018,2.0
103731,2017,1.3333333333333333
103731,2018,1.4166666666666667
103758,2017,0.0
103758,2018,1.5
103823,2017,2.0833333333333335
103823,2018,1.4166666666666667
103860,2017,1.75
103860,2018,1.5833333333333333
103862,2017,1.25
103862,2018,1.8333333333333333
103916,2017,1.75
103916,2018,1.25
103969,2017,1.6666666666666667
103969,2018,1.0833333333333333
103970,2017,1.5833333333333333
103970,2018,2.1666666666666665
103975,2017,0.0
103975,2018,1.25
103985,2017,0.0
103985,2018,0.3333333333333333
104103,2017,2.0
104103,2018,0.6666666666666666
104267,2018,3.4545454545454546
104353,2017,2.1666666666666665
104353,2018,1.3333333333333333
104431,2017,1.9166666666666667
104431,2018,1.6666666666666667
104541,2017,0.8333333333333334
104541,2018,2.0
104586,2017,2.0833333333333335
104586,2018,1.25
104673,2017,1.8333333333333333
104673,2018,2.1666666666666665
104732,2017,1.5
104732,2018,1.5833333333333333
104739,2017,0.0
104739,2018,0.0
104849,2017,1.5
104849,2018,1.4166666666666667
104960,2017,0.8333333333333334
104960,2018,1.8333333333333333
105063,2018,2.4545454545454546
105073,2018,4.7272727272727275
105074,2017,2.0
105074,2018,1.8333333333333333
105145,2017,0.0
105145,2018,0.0
105193,2017,0.0
105193,2018,0.25
105214,2017,1.8333333333333333
105214,2018,1.0833333333333333
105251,2017,0.8333333333333334
105251,2018,0.0
105335,2017,1.6666666666666667
105335,2018,1.3333333333333333
105352,2017,0.0
105352,2018,0.0
105552,2017,1.1666666666666667
105552,2018,1.3333333333333333
105688,2017,2.0
105688,2018,1.75
105700,2017,0.0
105700,2018,0.0
105712,2017,1.75
105712,2018,0.8333333333333334
105789,2017,2.1666666666666665
105789,2018,1.0
105835,2018,3.1818181818181817
105841,2018,6.636363636363637
105921,2017,2.5
105921,2018,1.5833333333333333
105932,2017,1.1666666666666667
105932,2018,1.3333333333333333
105992,2017,2.5
105992,2018,1.0
106001,2017,1.875
106001,2018,1.3478260869565217
106037,2017,2.75
106037,2018,1.5
106038,2017,1.1666666666666667
106038,2018,1.5
106046,2018,4.363636363636363
106048,2017,0.0
106048,2018,0.25
106218,2017,1.8333333333333333
106218,2018,1.3333333333333333
106397,2017,0.8333333333333334
106397,2018,1.25
106444,2017,0.0
106444,2018,1.1666666666666667
106477,2017,0.8333333333333334
106477,2018,1.0833333333333333
106509,2017,0.0
106509,2018,0.7142857142857143
106589,2017,0.0
106589,2018,0.0
106592,2017,2.8333333333333335
106592,2018,1.0833333333333333
106616,2017,0.0
106616,2018,0.5
106623,2017,0.0
106623,2018,0.3333333333333333
106637,2017,1.3333333333333333
106637,2018,1.3333333333333333
106689,2017,0.5833333333333334
106689,2018,1.3333333333333333
106754,2017,1.1666666666666667
106754,2018,1.4166666666666667
106757,2017,1.25
106757,2018,1.6666666666666667
106776,2017,1.8333333333333333
106776,2018,1.75
106838,2017,2.1666666666666665
106838,2018,1.0833333333333333
106839,2017,1.3333333333333333
106839,2018,2.4166666666666665
106936,2017,1.75
106936,2018,2.0
106946,2017,2.1666666666666665
106946,2018,2.0
106964,2017,0.0
106964,2018,0.3333333333333333
106978,2017,1.8333333333333333
106978,2018,2.0
106979,2017,2.25
106979,2018,0.9166666666666666
107037,2017,1.5
107037,2018,1.0833333333333333
107067,2017,1.3333333333333333
107067,2018,1.5833333333333333
107119,2017,1.6666666666666667
107119,2018,2.25
107141,2017,1.25
107141,2018,1.5
107203,2017,2.4166666666666665
107203,2018,1.5
107212,2017,1.5833333333333333
107212,2018,1.6666666666666667
107296,2017,0.5
107296,2018,1.25
107385,2017,0.08333333333333333
107385,2018,1.75
107420,2017,0.08333333333333333
107420,2018,1.4166666666666667
107461,2017,0.6666666666666666
107461,2018,0.8333333333333334
107466,2017,1.4166666666666667
107466,2018,0.5833333333333334
107487,2017,0.3333333333333333
107487,2018,1.1666666666666667
107519,2018,5.545454545454546
107571,2017,1.5833333333333333
107571,2018,1.0
107649,2017,2.5833333333333335
107649,2018,1.1666666666666667
107719,2017,1.0
107719,2018,1.5
107730,2017,0.4166666666666667
107730,2018,2.6666666666666665
107835,2017,0.0
107835,2018,0.4166666666666667
107902,2017,1.3333333333333333
107902,2018,1.3333333333333333
107993,2017,0.9166666666666666
107993,2018,1.75
108264,2017,3.0833333333333335
108264,2018,2.5833333333333335
108346,2017,0.0
108346,2018,0.8333333333333334
108367,2017,1.0833333333333333
108367,2018,0.08333333333333333
108381,2017,1.4166666666666667
108381,2018,1.9166666666666667
108430,2017,1.6666666666666667
108430,2018,2.25
108440,2017,1.5833333333333333
108440,2018,1.3333333333333333
108462,2017,1.1666666666666667
108462,2018,1.9166666666666667
108481,2017,0.0
108481,2018,0.0
108528,2017,2.0
108528,2018,2.25
108625,2017,2.0
108625,2018,1.8333333333333333
108666,2017,0.4166666666666667
108666,2018,1.75
108857,2017,0.3333333333333333
108857,2018,0.5
108896,2017,0.75
108896,2018,0.0
108907,2017,1.6666666666666667
108907,2018,1.4166666666666667
109022,2017,1.3333333333333333
109022,2018,0.9166666666666666
109023,2017,1.4166666666666667
109023,2018,1.5
109029,2017,0.0
109029,2018,0.16666666666666666
109203,2017,1.75
109203,2018,1.6666666666666667
109399,2017,1.0833333333333333
109399,2018,1.6666666666666667
109478,2017,1.8333333333333333
109478,2018,1.8333333333333333
109495,2017,1.8333333333333333
109495,2018,1.8333333333333333
109517,2017,1.9166666666666667
109517,2018,0.9166666666666666
109552,2017,0.5833333333333334
109552,2018,1.25
109612,2017,0.4166666666666667
109612,2018,1.0
109660,2017,1.3333333333333333
109660,2018,2.1666666666666665
109767,2017,1.5833333333333333
109767,2018,2.0833333333333335
109840,2017,1.25
109840,2018,1.0
109896,2017,1.5833333333333333
109896,2018,1.9166666666666667
109903,2017,1.75
109903,2018,1.4166666666666667
109956,2017,1.0833333333333333
109956,2018,0.25
110001,2017,1.5833333333333333
110001,2018,1.0833333333333333
110030,2017,1.0
110030,2018,0.0
110065,2018,8.818181818181818
110073,2017,0.0
110073,2018,0.0
110099,2017,2.0
110099,2018,1.0
110142,2018,6.636363636363637
110170,2017,0.0
110170,2018,0.5833333333333334
110211,2017,2.1666666666666665
110211,2018,0.0
110262,2018,4.090909090909091
110296,2017,1.3333333333333333
110296,2018,1.5
110394,2017,1.6666666666666667
110394,2018,2.1666666666666665
110422,2017,0.0
110422,2018,1.1666666666666667
110476,2017,2.25
110476,2018,1.6666666666666667
110603,2017,0.0
110603,2018,0.0
110678,2017,1.25
110678,2018,1.8333333333333333
110691,2017,1.1666666666666667
110691,2018,1.3333333333333333
110752,2017,1.1666666666666667
110752,2018,2.25
111022,2017,1.1666666666666667
111022,2018,1.1666666666666667
111034,2017,1.5833333333333333
111034,2018,2.5
111171,2017,1.75
111171,2018,2.0
111176,2017,1.6666666666666667
111176,2018,1.4166666666666667
111255,2017,1.9166666666666667
111255,2018,2.0833333333333335
111286,2017,1.6666666666666667
111286,2018,1.0
111329,2017,1.3333333333333333
111329,2018,1.6666666666666667
111387,2017,0.0
111387,2018,0.0
111485,2017,1.5
111485,2018,2.75
111507,2017,1.4166666666666667
111507,2018,1.0
111573,2017,1.8333333333333333
111573,2018,1.6666666666666667
111584,2017,1.0
111584,2018,1.0833333333333333
111646,2017,2.0
111646,2018,0.0
111788,2017,3.0
111788,2018,2.4166666666666665
111899,2017,1.3333333333333333
111899,2018,0.0
111912,2017,1.3333333333333333
111912,2018,2.5833333333333335
112026,2017,2.3333333333333335
112026,2018,2.3333333333333335
112142,2017,1.736842105263158
112142,2018,0.4
112226,2017,1.25
112226,2018,1.9166666666666667
112393,2017,1.5833333333333333
112393,2018,2.4166666666666665
112522,2018,4.545454545454546
112632,2017,1.75
112632,2018,2.1666666666666665
112661,2017,0.8333333333333334
112661,2018,0.0
112678,2017,0.6666666666666666
112678,2018,1.75
112709,2017,1.4166666666666667
112709,2018,1.5833333333333333
112732,2017,1.4166666666666667
112732,2018,1.6666666666666667
112733,2017,1.75
112733,2018,2.0833333333333335
112797,2017,0.0
112797,2018,0.0
112842,2017,0.8333333333333334
112842,2018,1.8333333333333333
112856,2017,1.5833333333333333
112856,2018,1.9166666666666667
112863,2017,1.75
112863,2018,1.5833333333333333
112894,2017,0.0
112894,2018,0.0
113040,2017,2.0
113040,2018,0.4166666666666667
113184,2017,0.0
113184,2018,1.0833333333333333
113220,2017,0.8333333333333334
113220,2018,2.1666666666666665
113293,2017,0.0
113293,2018,0.75
113316,2017,0.0
113316,2018,1.25
113363,2017,0.0
113363,2018,1.8333333333333333
113442,2017,0.0
113442,2018,0.4166666666666667
113476,2017,1.5833333333333333
113476,2018,2.4166666666666665
113529,2017,0.0
113529,2018,0.5
113558,2017,0.9166666666666666
113558,2018,1.75
113578,2017,0.25
113578,2018,0.0
113656,2017,0.0
113656,2018,0.0
113679,2017,2.5
113679,2018,1.8333333333333333
113694,2017,1.5
113694,2018,2.9166666666666665
113755,2017,0.5
113755,2018,1.0
113779,2017,2.25
113779,2018,0.8333333333333334
113804,2017,1.25
113804,2018,0.8333333333333334
113831,2017,2.6666666666666665
113831,2018,2.0833333333333335
113839,2017,1.4166666666666667
113839,2018,1.0833333333333333
113861,2017,0.5833333333333334
113861,2018,1.5833333333333333
113864,2017,0.3333333333333333
113864,2018,1.0
113874,2018,3.8181818181818183
113877,2017,2.4166666666666665
113877,2018,1.3333333333333333
113904,2017,1.0833333333333333
113904,2018,2.5833333333333335
113919,2017,1.5
113919,2018,1.4166666666666667
114018,2017,1.0833333333333333
114018,2018,1.6666666666666667
114021,2017,1.75
114021,2018,2.0833333333333335
114131,2018,4.454545454545454
114214,2017,0.4166666666666667
114214,2018,0.9166666666666666
114219,2017,0.5833333333333334
114219,2018,2.3333333333333335
114242,2017,1.8333333333333333
114242,2018,1.3333333333333333
114307,2017,2.0
114307,2018,0.75
114399,2017,0.0
114399,2018,0.3333333333333333
114414,2017,1.05
114414,2018,1.565217391304348
114493,2017,1.6666666666666667
114493,2018,1.0
114553,2017,2.1666666666666665
114553,2018,1.25
114638,2017,2.1666666666666665
114638,2018,2.0833333333333335
114700,2017,0.0
114700,2018,1.3333333333333333
114743,2017,0.5
114743,2018,0.75
114835,2017,0.6666666666666666
114835,2018,1.8333333333333333
114857,2017,1.5
114857,2018,1.6666666666666667
114903,2017,1.0833333333333333
114903,2018,1.9166666666666667
114924,2017,0.4166666666666667
114924,2018,0.6666666666666666
114927,2017,1.4166666666666667
114927,2018,1.1666666666666667
114983,2017,1.1666666666666667
114983,2018,1.0833333333333333
115198,2017,0.0
115198,2018,0.0
115322,2017,2.1666666666666665
115322,2018,1.8333333333333333
115354,2017,2.0
115354,2018,2.3333333333333335
115405,2017,1.8333333333333333
115405,2018,1.0833333333333333
115427,2017,2.3333333333333335
115427,2018,1.5
115505,2018,2.3636363636363638
115529,2017,1.8333333333333333
115529,2018,1.0
115633,2017,1.8333333333333333
115633,2018,1.75
115705,2017,1.9166666666666667
115705,2018,1.4166666666666667
115749,2017,0.0
115749,2018,0.75
115805,2017,1.9166666666666667
115805,2018,1.9166666666666667
115852,2017,1.0
115852,2018,2.1666666666666665
116016,2017,1.1666666666666667
116016,2018,2.4166666666666665
116045,2017,2.1666666666666665
116045,2018,1.9166666666666667
116164,2017,0.0
116164,2018,0.75
116207,2017,1.1666666666666667
116207,2018,0.0
116238,2017,0.0
116238,2018,1.25
116288,2017,1.0833333333333333
116288,2018,1.6666666666666667
116332,2017,2.1666666666666665
116332,2018,1.8333333333333333
116372,2017,1.5833333333333333
116372,2018,1.3333333333333333
116562,2017,0.0
116562,2018,0.9166666666666666
116703,2017,1.25
116703,2018,0.8333333333333334
116732,2017,0.0
116732,2018,1.8333333333333333
116735,2017,1.4166666666666667
116735,2018,2.0833333333333335
116895,2018,3.4545454545454546
116897,2017,0.0
116897,2018,0.8333333333333334
116932,2017,1.4166666666666667
116932,2018,1.8333333333333333
116948,2017,0.16666666666666666
116948,2018,1.0
116999,2017,1.0
116999,2018,2.3333333333333335
117033,2017,1.1666666666666667
117033,2018,1.75
117053,2017,1.6666666666666667
117053,2018,1.3333333333333333
117169,2017,1.1666666666666667
117169,2018,2.1666666666666665
117219,2017,1.5833333333333333
117219,2018,2.25
117240,2017,0.0
117240,2018,1.5833333333333333
117333,2017,2.4166666666666665
117333,2018,2.75
117342,2017,1.8333333333333333
117342,2018,1.6666666666666667
117351,2017,0.0
117351,2018,0.0
117358,2017,0.0
117358,2018,0.25
117408,2017,1.5
117408,2018,2.1666666666666665
117456,2017,2.5
117456,2018,1.75
117460,2017,1.4166666666666667
117460,2018,1.4166666666666667
117482,2018,7.090909090909091
117618,2017,2.0
117618,2018,0.4166666666666667
117725,2017,0.0
117725,2018,0.0
117782,2017,1.8333333333333333
117782,2018,2.0
117832,2017,0.0
117832,2018,0.0
117910,2017,1.3333333333333333
117910,2018,1.4166666666666667
117915,2018,7.0
117932,2017,0.5833333333333334
117932,2018,1.5
117939,2017,0.6666666666666666
117939,2018,0.0
117975,2017,0.08333333333333333
117975,2018,0.0
118076,2017,1.75
118076,2018,1.4166666666666667
118298,2017,0.0
118298,2018,0.0
118320,2017,1.8333333333333333
118320,2018,1.5
118332,2017,2.1666666666666665
118332,2018,0.5833333333333334
118355,2017,0.5833333333333334
118355,2018,1.1666666666666667
118365,2017,1.0
118365,2018,1.5
118376,2017,0.0
118376,2018,0.6666666666666666
118379,2017,1.1666666666666667
118379,2018,1.0833333333333333
118418,2018,7.181818181818182
118511,2017,0.3333333333333333
118511,2018,0.0
118514,2017,0.0
118514,2018,0.6666666666666666
118612,2017,0.5833333333333334
118612,2018,1.1666666666666667
118628,2017,1.8333333333333333
118628,2018,2.0833333333333335
118632,2017,2.6666666666666665
118632,2018,1.3333333333333333
118675,2017,2.1666666666666665
118675,2018,1.1666666666666667
118688,2017,0.0
118688,2018,0.0
118729,2017,0.16666666666666666
118729,2018,0.5833333333333334
118864,2017,1.5833333333333333
118864,2018,1.5833333333333333
119009,2017,1.5
119009,2018,1.25
119015,2017,0.0
119015,2018,1.1666666666666667
119135,2017,2.0
119135,2018,1.6666666666666667
119198,2018,3.727272727272727
119200,2017,0.8333333333333334
119200,2018,1.75
119408,2017,0.0
119408,2018,0.3333333333333333
119460,2017,1.25
119460,2018,1.0833333333333333
119488,2017,1.0833333333333333
119488,2018,1.6666666666666667
119519,2017,1.4166666666666667
119519,2018,1.25
119633,2017,1.25
119633,2018,1.4166666666666667
119634,2018,5.454545454545454
119638,2018,4.818181818181818
119690,2017,0.0
119690,2018,0.0
119731,2017,2.3333333333333335
119731,2018,1.1666666666666667
119837,2017,1.6666666666666667
119837,2018,1.4166666666666667
119845,2017,1.9166666666666667
119845,2018,1.4166666666666667
119917,2017,0.0
119917,2018,0.0
119997,2017,2.3333333333333335
119997,2018,1.75
120046,2017,0.5
120046,2018,1.0
120126,2017,0.5
120126,2018,1.6666666666666667
120140,2017,1.9166666666666667
120140,2018,1.3333333333333333
120164,2017,1.9166666666666667
120164,2018,2.0833333333333335
120192,2017,1.5
120192,2018,1.75
120206,2017,0.0
120206,2018,0.0
120393,2017,1.6666666666666667
120393,2018,1.5
120434,2017,1.0833333333333333
120434,2018,0.8333333333333334
120554,2017,1.1666666666666667
120554,2018,1.3333333333333333
120583,2017,2.25
120583,2018,1.1666666666666667
120594,2017,2.1666666666666665
120594,2018,2.0
120613,2017,0.9166666666666666
120613,2018,1.5
120635,2017,0.0
120635,2018,0.0
120799,2017,0.5
120799,2018,1.3333333333333333
120868,2017,1.5833333333333333
120868,2018,1.4166666666666667
121068,2017,2.0833333333333335
121068,2018,1.1666666666666667
121095,2017,1.5833333333333333
121095,2018,1.75
121139,2017,1.5
121139,2018,1.4166666666666667
121183,2017,1.8333333333333333
121183,2018,2.75
121236,2017,0.5833333333333334
121236,2018,0.0
121351,2018,1.0
121410,2017,2.5833333333333335
121410,2018,2.4166666666666665
121469,2017,0.0
121469,2018,0.0
121605,2017,1.8333333333333333
121605,2018,2.6666666666666665
121710,2017,1.9166666666666667
121710,2018,1.75
121737,2017,0.6666666666666666
121737,2018,1.5
121751,2017,0.0
121751,2018,0.75
121856,2017,0.16666666666666666
121856,2018,1.3333333333333333
121919,2017,0.4166666666666667
121919,2018,1.5833333333333333
121930,2017,0.0
121930,2018,0.25
121935,2017,1.25
121935,2018,0.8333333333333334
121999,2017,0.0
121999,2018,0.0
122009,2017,1.0
122009,2018,0.4166666666666667
122020,2017,2.25
122020,2018,1.9166666666666667
122049,2017,1.4166666666666667
122049,2018,1.8333333333333333
122094,2017,1.3333333333333333
122094,2018,0.8333333333333334
122166,2017,2.0
122166,2018,1.0
122173,2017,0.0
122173,2018,0.0
122206,2017,0.0
122206,2018,0.0
122283,2017,1.5833333333333333
122283,2018,0.75
122357,2017,1.3333333333333333
122357,2018,1.0
122456,2017,1.75
122456,2018,1.4166666666666667
122517,2017,0.3333333333333333
122517,2018,0.0
122519,2018,3.727272727272727
122545,2017,0.25
122545,2018,2.0
122561,2017,0.0
122561,2018,1.0833333333333333
122577,2017,1.3333333333333333
122577,2018,1.4166666666666667
122685,2017,1.3333333333333333
122685,2018,1.4166666666666667
122797,2018,5.2727272727272725
122858,2017,0.0
122858,2018,0.75
122890,2017,2.1666666666666665
122890,2018,1.25
122946,2017,1.1666666666666667
122946,2018,1.1666666666666667
122958,2017,3.0833333333333335
122958,2018,1.8333333333333333
123060,2017,2.5
123060,2018,1.75
123083,2017,1.8333333333333333
123083,2018,2.1666666666666665
123094,2017,0.0
123094,2018,2.0
123115,2017,0.9166666666666666
123115,2018,1.5
123151,2017,0.0
123151,2018,0.0
123164,2017,1.0833333333333333
123164,2018,2.0833333333333335
123344,2017,1.5
123344,2018,1.1666666666666667
123393,2017,0.75
123393,2018,1.9166666666666667
123420,2017,1.5
123420,2018,2.0833333333333335
123525,2017,2.3333333333333335
123525,2018,1.4166666666666667
123538,2017,0.0
123538,2018,0.0
123586,2017,1.4166666666666667
123586,2018,1.0833333333333333
123667,2017,0.6666666666666666
123667,2018,1.3333333333333333
123668,2017,2.5
123668,2018,2.1666666666666665
123697,2017,1.3333333333333333
123697,2018,1.9166666666666667
123702,2017,0.75
123702,2018,2.0833333333333335
123727,2017,0.0
123727,2018,1.75
123773,2017,1.1666666666666667
123773,2018,2.0833333333333335
123780,2017,0.0
123780,2018,0.0
123784,2017,0.0
123784,2018,0.0
123830,2017,0.25
123830,2018,0.0
123908,2017,0.8333333333333334
123908,2018,1.0
123928,2017,0.0
123928,2018,0.0
123944,2017,0.3333333333333333
123944,2018,1.5833333333333333
124038,2017,2.0833333333333335
124038,2018,1.25
124056,2017,1.3333333333333333
124056,2018,1.25
124085,2017,0.5833333333333334
124085,2018,1.5
124088,2017,2.0
124088,2018,1.1666666666666667
124119,2017,1.25
124119,2018,0.75
124195,2017,0.0
124195,2018,1.75
124207,2017,0.0
124207,2018,0.5
124351,2018,0.0
124355,2017,1.5
124355,2018,1.4166666666666667
124377,2017,0.0
124377,2018,0.08333333333333333
124536,2017,0.0
124536,2018,0.0
124678,2017,2.1666666666666665
124678,2018,2.0833333333333335
124761,2017,1.9166666666666667
124761,2018,1.6666666666666667
124931,2017,0.0
124931,2018,0.0
124987,2017,0.0
124987,2018,0.0
125059,2017,0.0
125059,2018,0.4166666666666667
125068,2018,6.090909090909091
125300,2017,1.8333333333333333
125300,2018,1.3333333333333333
125393,2017,1.4166666666666667
125393,2018,2.0
125493,2017,0.0
125493,2018,0.5833333333333334
125606,2017,0.0
125606,2018,0.0
125919,2017,1.25
125919,2018,1.3333333333333333
125969,2017,2.0
125969,2018,1.9166666666666667
125996,2017,1.25
125996,2018,1.3333333333333333
126097,2017,2.25
126097,2018,1.75
126100,2017,0.0
126100,2018,0.0
126148,2017,0.0
126148,2018,0.0
126181,2017,0.0
126181,2018,0.0
126216,2017,1.3333333333333333
126216,2018,2.0833333333333335
126219,2017,1.0
126219,2018,2.0833333333333335
126239,2017,1.25
126239,2018,1.0
126262,2017,2.3333333333333335
126262,2018,1.5
126308,2017,0.0
126308,2018,0.0
126424,2017,1.0
126424,2018,1.4166666666666667
126466,2017,1.8333333333333333
126466,2018,1.3333333333333333
126490,2017,1.565217391304348
126490,2018,0.0
126526,2017,0.0
126526,2018,0.0
126581,2017,2.25
126581,2018,2.5
126665,2017,1.5833333333333333
126665,2018,1.3333333333333333
127039,2017,2.0833333333333335
127039,2018,2.0
127052,2017,0.0
127052,2018,0.0
127127,2017,2.0
127127,2018,1.75
127128,2017,0.4166666666666667
127128,2018,1.8333333333333333
127137,2017,1.5833333333333333
127137,2018,2.25
127185,2017,2.0
127185,2018,1.0833333333333333
127241,2017,0.0
127241,2018,0.9166666666666666
127279,2017,1.5833333333333333
127279,2018,1.5
127289,2017,1.1666666666666667
127289,2018,1.3333333333333333
127311,2017,1.0
127311,2018,1.5833333333333333
127350,2017,2.25
127350,2018,1.25
127400,2017,1.0833333333333333
127400,2018,1.3333333333333333
127410,2017,1.75
127410,2018,1.75
127496,2017,0.0
127496,2018,0.3333333333333333
127590,2017,0.9166666666666666
127590,2018,2.0
127645,2017,2.1666666666666665
127645,2018,1.3333333333333333
127663,2017,2.3333333333333335
127663,2018,1.1666666666666667
127725,2017,0.5833333333333334
127725,2018,1.9166666666666667
127785,2017,1.4166666666666667
127785,2018,2.25
127827,2017,0.8333333333333334
127827,2018,1.25
127882,2017,1.1666666666666667
127882,2018,1.1666666666666667
127946,2017,1.0833333333333333
127946,2018,2.1666666666666665
127966,2017,0.9166666666666666
127966,2018,1.6666666666666667
128007,2017,2.25
128007,2018,1.75
128032,2017,0.16666666666666666
128032,2018,0.75
128039,2017,2.0833333333333335
128039,2018,1.5
128041,2017,0.9166666666666666
128041,2018,2.0833333333333335
128156,2017,2.6666666666666665
128156,2018,2.4166666666666665
128210,2017,1.5833333333333333
128210,2018,1.5
128245,2017,0.25
128245,2018,0.0
128280,2017,1.0833333333333333
128280,2018,1.3333333333333333
128325,2017,0.5833333333333334
128325,2018,2.1666666666666665
128405,2017,0.0
128405,2018,0.0
128459,2017,1.8333333333333333
128459,2018,2.0
128467,2017,2.1666666666666665
128467,2018,1.5
128475,2017,0.9166666666666666
128475,2018,1.25
128534,2017,1.4166666666666667
128534,2018,1.3333333333333333
128572,2017,0.0
128572,2018,0.5833333333333334
128587,2017,0.6666666666666666
128587,2018,1.0833333333333333
128611,2017,1.8333333333333333
128611,2018,2.0
128615,2017,0.0
128615,2018,0.0
128633,2017,0.5833333333333334
128633,2018,1.5833333333333333
128749,2017,0.0
128749,2018,0.5
128753,2017,0.0
128753,2018,0.0
128754,2017,1.1666666666666667
128754,2018,0.0
128789,2017,1.9166666666666667
128789,2018,1.3333333333333333
128950,2017,1.6666666666666667
128950,2018,1.5
128975,2017,1.75
128975,2018,1.5833333333333333
129030,2017,1.8333333333333333
129030,2018,2.4166666666666665
129071,2017,0.0
129071,2018,0.0
129171,2017,0.0
129171,2018,0.9166666666666666
129328,2017,0.0
129328,2018,0.0
129343,2017,1.75
129343,2018,0.8333333333333334
129372,2017,2.5833333333333335
129372,2018,1.5
129409,2018,4.818181818181818
129429,2017,1.5833333333333333
129429,2018,2.9166666666666665
129434,2017,1.5
129434,2018,1.6666666666666667
129510,2017,1.0833333333333333
129510,2018,1.25
129515,2017,1.1666666666666667
129515,2018,0.8333333333333334
129533,2018,0.0
129555,2017,2.0
129555,2018,1.4166666666666667
129743,2017,0.0
129743,2018,0.0
129817,2017,1.1666666666666667
129817,2018,1.1666666666666667
129827,2017,1.5833333333333333
129827,2018,0.8333333333333334
129914,2017,0.75
129914,2018,2.1666666666666665
129976,2017,1.4166666666666667
129976,2018,1.5
130032,2018,1.5454545454545454
130077,2017,1.3333333333333333
130077,2018,0.6666666666666666
130086,2017,1.4166666666666667
130086,2018,2.0833333333333335
130179,2017,0.0
130179,2018,0.4166666666666667
130208,2017,1.75
130208,2018,2.4166666666666665
130217,2017,0.08333333333333333
130217,2018,0.0
130326,2017,0.4166666666666667
130326,2018,2.0833333333333335
